HVT/A
CRD/B
CRD/A
GEF/B
FCE/A
LEN/B
FCE/B
VALE/P
HIG/WS
FPP/WS
GM/WS/B
GM/WS/A
CDE/WS
HUB/B
MDGN/WS
HUB/A
GM/WS/C
DYN/WS
MOG/A
MOG/B
OIBR/C
JW/A
JW/B
IGC/WS
DDF/WD
WFC/WS
SEMG/WS
JPM/WS
GRP/U
BIO/B
WY/WD
PBR/A
KODK/WS
AKO/A
AKO/B
MTB/WS
CBS/A
TI/A
MKC/V
CIG/C
C/WS/B
C/WS/A
NMT^E/CL
BAC/WS/A
BAC/WS/B
RDS/B
RDS/A
BIOA/WS
BWL/A
WBS/WS
PNC/WS
VLY/WS
NMT^F/CL
LNC/WS
HEI/A
TAP/A
KODK/WS/A
CMA/WS
REN/WS
EBR/B
BF/A
BF/B
LGL/WS
KMI/WS
AGM/A
STZ/B
COF/WS
BRK/B
NMT^C/CL
AIG/WS
PRIS/B
GTN/A
CRMD/WS
BRK/A
STI/WS/A
CVM/WS
STI/WS/B
TRC/WS
WSO/B
TCB/WS
NMT^D/CL
HVT/A
CRD/A
CRD/B
GEF/B
FCE/B
FCE/A
LEN/B
VALE/P
HIG/WS
FPP/WS
MOG/B
MOG/A
GM/WS/B
GM/WS/C
GM/WS/A
HUB/B
HUB/A
CDE/WS
MDGN/WS
DYN/WS
OIBR/C
JW/A
JW/B
IGC/WS
JPM/WS
DDF/WD
WFC/WS
SEMG/WS
GRP/U
BIO/B
WY/WD
PBR/A
KODK/WS
AKO/A
AKO/B
MTB/WS
CBS/A
TI/A
NMT^E/CL
MKC/V
C/WS/B
C/WS/A
CIG/C
BAC/WS/B
BAC/WS/A
RDS/B
BWL/A
RDS/A
BIOA/WS
WBS/WS
PNC/WS
VLY/WS
NMT^F/CL
LNC/WS
HEI/A
TAP/A
KODK/WS/A
CMA/WS
KMI/WS
REN/WS
BF/B
EBR/B
LGL/WS
BF/A
AGM/A
STZ/B
COF/WS
BRK/B
NMT^C/CL
AIG/WS
PRIS/B
CRMD/WS
GTN/A
BRK/A
CVM/WS
STI/WS/A
STI/WS/B
TRC/WS
WSO/B
TCB/WS
NMT^D/CL
CRD/B
CRD/A
HVT/A
GEF/B
FCE/B
FCE/A
LEN/B
VALE/P
HIG/WS
FPP/WS
MOG/B
GM/WS/C
MOG/A
GM/WS/A
GM/WS/B
HUB/A
HUB/B
CDE/WS
MDGN/WS
DYN/WS
OIBR/C
JW/A
JW/B
DDF/WD
IGC/WS
WFC/WS
SEMG/WS
JPM/WS
GRP/U
BIO/B
PBR/A
WY/WD
AKO/B
AKO/A
KODK/WS
MTB/WS
CBS/A
TI/A
NMT^E/CL
MKC/V
CIG/C
C/WS/B
C/WS/A
BAC/WS/B
BAC/WS/A
BWL/A
RDS/B
RDS/A
BIOA/WS
WBS/WS
PNC/WS
LNC/WS
TAP/A
NMT^F/CL
HEI/A
KODK/WS/A
VLY/WS
KMI/WS
CMA/WS
REN/WS
BF/A
LGL/WS
BF/B
AGM/A
STZ/B
EBR/B
COF/WS
BRK/B
NMT^C/CL
PRIS/B
CRMD/WS
AIG/WS
GTN/A
BRK/A
CVM/WS
STI/WS/A
STI/WS/B
TRC/WS
WSO/B
TCB/WS
NMT^D/CL
HVT/A
CRD/A
CRD/B
FCE/B
FCE/A
GEF/B
LEN/B
VALE/P
HIG/WS
FPP/WS
MOG/B
MOG/A
GM/WS/C
GM/WS/A
GM/WS/B
HUB/A
HUB/B
CDE/WS
MDGN/WS
DYN/WS
OIBR/C
JW/A
JW/B
WFC/WS
DDF/WD
SEMG/WS
JPM/WS
IGC/WS
GRP/U
WY/WD
BIO/B
PBR/A
KODK/WS
AKO/A
AKO/B
MTB/WS
CBS/A
TI/A
NMT^E/CL
MKC/V
CIG/C
C/WS/B
C/WS/A
BAC/WS/B
BAC/WS/A
RDS/A
BWL/A
RDS/B
BIOA/WS
WBS/WS
PNC/WS
VLY/WS
NMT^F/CL
HEI/A
LNC/WS
TAP/A
KODK/WS/A
CMA/WS
KMI/WS
REN/WS
EBR/B
BF/A
BF/B
LGL/WS
AGM/A
STZ/B
COF/WS
BRK/B
NMT^C/CL
AIG/WS
PRIS/B
GTN/A
CRMD/WS
BRK/A
CVM/WS
STI/WS/B
TRC/WS
WSO/B
STI/WS/A
TCB/WS
NMT^D/CL
HVT/A
CRD/A
CRD/B
GEF/B
FCE/A
FCE/B
LEN/B
VALE/P
HIG/WS
GM/WS/A
GM/WS/B
FPP/WS
MOG/A
MOG/B
GM/WS/C
DYN/WS
OIBR/C
HUB/A
CDE/WS
HUB/B
MDGN/WS
JW/A
JW/B
IGC/WS
WFC/WS
DDF/WD
SEMG/WS
JPM/WS
GRP/U
WY/WD
BIO/B
PBR/A
AKO/B
AKO/A
KODK/WS
MTB/WS
CBS/A
TI/A
NMT^E/CL
MKC/V
CIG/C
C/WS/B
C/WS/A
BAC/WS/B
BAC/WS/A
RDS/A
RDS/B
BWL/A
BIOA/WS
WBS/WS
PNC/WS
VLY/WS
NMT^F/CL
LNC/WS
HEI/A
TAP/A
KODK/WS/A
CMA/WS
KMI/WS
REN/WS
EBR/B
BF/A
BF/B
LGL/WS
STZ/B
AGM/A
BRK/B
COF/WS
NMT^C/CL
AIG/WS
PRIS/B
CRMD/WS
GTN/A
BRK/A
CVM/WS
STI/WS/A
STI/WS/B
TRC/WS
WSO/B
TCB/WS
NMT^D/CL
HVT/A
CRD/A
CRD/B
LEN/B
GEF/B
FCE/B
FCE/A
VALE/P
HIG/WS
FPP/WS
MOG/B
MOG/A
GM/WS/C
GM/WS/B
GM/WS/A
HUB/B
HUB/A
CDE/WS
MDGN/WS
DYN/WS
OIBR/C
JW/A
JW/B
IGC/WS
WFC/WS
DDF/WD
SEMG/WS
JPM/WS
GRP/U
BIO/B
WY/WD
PBR/A
KODK/WS
AKO/A
AKO/B
MTB/WS
CBS/A
TI/A
NMT^E/CL
MKC/V
CIG/C
C/WS/B
C/WS/A
BAC/WS/B
BAC/WS/A
RDS/B
RDS/A
BWL/A
BIOA/WS
WBS/WS
PNC/WS
VLY/WS
NMT^F/CL
LNC/WS
HEI/A
TAP/A
KODK/WS/A
CMA/WS
KMI/WS
REN/WS
EBR/B
BF/B
BF/A
LGL/WS
AGM/A
STZ/B
COF/WS
BRK/B
NMT^C/CL
AIG/WS
PRIS/B
CRMD/WS
GTN/A
BRK/A
CVM/WS
STI/WS/B
STI/WS/A
TRC/WS
WSO/B
TCB/WS
NMT^D/CL
FCE/B
FCE/A
HVT/A
GEF/B
LEN/B
CRD/B
CRD/A
VALE/P
HIG/WS
FPP/WS
MOG/B
MOG/A
GM/WS/C
GM/WS/A
GM/WS/B
HUB/A
HUB/B
CDE/WS
MDGN/WS
DYN/WS
OIBR/C
JW/A
JW/B
IGC/WS
WFC/WS
DDF/WD
SEMG/WS
JPM/WS
GRP/U
BIO/B
WY/WD
PBR/A
KODK/WS
AKO/B
AKO/A
MTB/WS
CBS/A
TI/A
NMT^E/CL
MKC/V
CIG/C
C/WS/B
C/WS/A
BAC/WS/B
BAC/WS/A
RDS/B
RDS/A
BWL/A
BIOA/WS
WBS/WS
PNC/WS
VLY/WS
NMT^F/CL
LNC/WS
HEI/A
TAP/A
KODK/WS/A
CMA/WS
KMI/WS
REN/WS
AGM/A
STZ/B
BF/B
BRK/B
LGL/WS
BF/A
EBR/B
COF/WS
AIG/WS
NMT^C/CL
PRIS/B
CRMD/WS
GTN/A
BRK/A
CVM/WS
STI/WS/B
STI/WS/A
TRC/WS
WSO/B
TCB/WS
NMT^D/CL
HVT/A
CRD/B
CRD/A
GEF/B
FCE/A
FCE/B
LEN/B
VALE/P
HIG/WS
FPP/WS
MOG/B
GM/WS/B
GM/WS/C
GM/WS/A
MOG/A
HUB/B
HUB/A
CDE/WS
MDGN/WS
DYN/WS
OIBR/C
JW/A
JW/B
IGC/WS
WFC/WS
DDF/WD
SEMG/WS
JPM/WS
GRP/U
BIO/B
WY/WD
PBR/A
KODK/WS
AKO/B
AKO/A
MTB/WS
CBS/A
TI/A
NMT^E/CL
MKC/V
CIG/C
C/WS/B
C/WS/A
BAC/WS/B
BAC/WS/A
BWL/A
RDS/A
RDS/B
BIOA/WS
WBS/WS
PNC/WS
VLY/WS
NMT^F/CL
HEI/A
LNC/WS
KODK/WS/A
TAP/A
CMA/WS
KMI/WS
EBR/B
BF/B
REN/WS
BF/A
LGL/WS
NMT^C/CL
BRK/B
AGM/A
STZ/B
AIG/WS
COF/WS
PRIS/B
CRMD/WS
BRK/A
STI/WS/B
STI/WS/A
CVM/WS
GTN/A
TRC/WS
WSO/B
TCB/WS
NMT^D/CL
CRD/A
HVT/A
CRD/B
GEF/B
FCE/B
FCE/A
LEN/B
VALE/P
HIG/WS
MOG/A
HUB/B
GM/WS/C
GM/WS/A
GM/WS/B
MOG/B
FPP/WS
HUB/A
CDE/WS
MDGN/WS
DYN/WS
OIBR/C
JW/A
JW/B
IGC/WS
DDF/WD
WFC/WS
SEMG/WS
JPM/WS
GRP/U
BIO/B
WY/WD
PBR/A
KODK/WS
AKO/A
AKO/B
MTB/WS
CBS/A
TI/A
NMT^E/CL
MKC/V
CIG/C
C/WS/A
C/WS/B
BAC/WS/A
BAC/WS/B
RDS/B
RDS/A
BWL/A
BIOA/WS
WBS/WS
PNC/WS
VLY/WS
NMT^F/CL
HEI/A
TAP/A
KODK/WS/A
CMA/WS
LNC/WS
KMI/WS
REN/WS
EBR/B
LGL/WS
BF/B
BF/A
AGM/A
STZ/B
COF/WS
BRK/B
NMT^C/CL
AIG/WS
PRIS/B
GTN/A
CRMD/WS
BRK/A
CVM/WS
STI/WS/B
STI/WS/A
TRC/WS
WSO/B
TCB/WS
NMT^D/CL
GEF/B
CRD/A
FCE/B
FCE/A
LEN/B
HVT/A
CRD/B
VALE/P
HIG/WS
FPP/WS
MOG/B
MOG/A
GM/WS/C
GM/WS/A
GM/WS/B
HUB/A
HUB/B
CDE/WS
MDGN/WS
DYN/WS
OIBR/C
JW/A
JW/B
IGC/WS
WFC/WS
DDF/WD
SEMG/WS
JPM/WS
GRP/U
BIO/B
WY/WD
PBR/A
KODK/WS
AKO/B
AKO/A
MTB/WS
