NGHC, -2.1052631578947367
VIIX, 9.99778761061947
STRZA, -8.64734982332155
OZRK, -1.998807749627422
SWSH, 8.108108108108109
CRME, 4.657142857142857
ADMP, 12.750000000000002
DSKX, 10.0
SBCF, 5.073913043478262
QCOR, -1.8524770642201835
GYRO, -4.928057553956836
BLRX, -2.3875
NNVC, 3.1733333333333333
QKLS, 9.692307692307692
ATHX, -2.251968503937008
AEZS, 5.6909090909090905
UA, -1.9949826321883442
IDN, 7.471428571428572
PME, -2.244444444444444
NEWL, 25.624999999999996
NRCIB, -3.1213367609254505
KYO, -1.9797693708274324
VRTB, 3.512658227848101
CBLI, -1.8125
MNKD, 1.927860696517413
MEIP, 7.516129032258065
CPRX, -2.4833333333333334
WPCS, 7.342105263157895
WHX, -1.7824561403508772
IMUC, -2.8199999999999994
IRDMZ, 3.4615384615384617
UTSI, 2.6973684210526314
NVGS, -2.9411764705882355
NVGN, 2.2036199095022626
ANTH, 7.63265306122449
SRNE, 14.85714285714286
RDWR, -1.9553333333333331
ASTI, 9.208333333333334
PRA, -2.0106812247804413
ASTM, 20.05263157894737
ZIPR, 2.211221122112211
AMRN, -2.4975845410628024
SNV, 6.467948717948717
HMG, 2.4279891304347827
MSLI, 2.6875
ALQA, 55.55555555555556
CARV, 1.9855555555555555
AWR, -2.023176291793313
AWH, -2.9911027231059584
TTF, -1.8133333333333332
USLV, 9.308704453441296
CRVL, -2.0006830601092895
CL, -1.971433156796662
OILT, -1.9437024861310863
PBYI, 3.6413955048641395
SRPT, 1.8675691583284286
SPPR, 8.585365853658537
INVT, 2.1535087719298245
INVE, 9.309859154929578
ACAD, 2.914798206278027
AVEO, -2.3155555555555556
NBS, 9.666666666666668
NBL, -2.0142784293727694
NBG, 4.672131147540984
CORE, -2.0563876651982382
DNI, 4.2558139534883725
CORT, -2.07
BSAC, -2.617678763923823
RKT, -2.0090146750524105
ICLD, 3.075268817204301
CYTXW, 2.2941176470588234
DSW, -1.997039398770212
COOL, 7.749999999999999
CERE, 1.8461538461538463
CERN, -1.9843298969072163
VFC, -3.875303643724697
SPEX, 23.88372093023256
IVAN, 6.666666666666667
NVCN, 1.9800995024875623
ISR, 2.8
HMST, -2.0098924731182795
DF, 1.9794450154162386
DQ, 5.36036036036036
LPHI, 2.1204819277108435
GIGA, 2.0606060606060606
GCVRZ, -3.1666666666666656
WH, 1.78125
TRMR, -2.0714285714285716
HAE, -2.021593447505585
TRMB, -2.0043232457598936
BXMT, 10.348360655737705
PZZA, -2.0239520958083834
GLCH, 18.65277777777778
WWE, -1.8331753554502368
CBRX, 8.309859154929578
VLTC, 10.688524590163933
CGNX, -2.0299967394848384
MDSO, -1.9945149125814192
LIQD, -2.125984251968504
PVCT, 2.5
USU, 24.931034482758623
LDOS, 2.7648171500630516
VISN, 20.952380952380956
SIX, -2.008931063354731
TAT, 9.769230769230768
BCRX, 1.8227848101265822
PRGN, 9.81081081081081
LJPC, 52.5
FMS, -1.9957081545064377
FMD, 9.731707317073171
CLSN, 3.9421487603305785
TSCO, -1.9712469733656175
OXBT, 23.478260869565215
MOKO, 2.0
CBAY, 1.8
PLUG, -2.333333333333333
MCOX, 4.677966101694915
KPTI, 1.7730612244897959
ISNS, 2.340153452685422
ECYT, 2.3526501766784453
WAVX, 2.717948717948718
UUUU, 48.0
VSCP, 11.8
VPCO, 5.863095238095238
PZE, -2.0797413793103448
IMCB, 9.999999999999998
EXEL, -2.1145833333333335
CLNT, 1.8950892857142856
TCX, 4.487577639751552
OPHC, 3.5249999999999995
ONTY, -2.5314285714285716
HEP, -2.0120922384701907
ARCW, -2.38600583090379
CAMT, 2.129533678756477
JASO, 4.863636363636363
WWW, -1.9910189982728843
FLS, -3.0669829222011384
AFOP, -2.0051177072671442
ZQK, -1.7636363636363637
BLFS, 14.0
ACIW, -2.96482683982684
HOMB, -2.053727008712488
MNOV, 2.0896226415094334
ABT, -1.9854489164086688
STRZB, -8.217478318879255
GOOGL, -1.9914892132754323
CNYD, 4.076923076923077
MNGA, 1.9558823529411764
OGXI, -2.1311475409836067
ISBC, -2.5961538461538463
LACO, 1.8733031674208145
VNDA, 1.9565916398713827
OCLS, 7.476190476190477
SMTP, 5.594405594405595
SCON, 11.304347826086957
SCOK, 1.8892045454545454
PRAA, -2.9363156866575504
TREX, -1.9868199663488506
BVA, 4.414634146341464
PRAN, -3.1661129568106317
GALT, 1.945142857142857
TOPS, 6.676923076923076
FELE, -1.9814268867924523
PESI, 4.028169014084507
OBAS, 5.000000000000001
CBAK, 4.782608695652174
CNET, 2.2249999999999996
ADXS, 103.75
AAPL, -7.010787486515639
PSDV, -1.8841201716738196
HRTX, 23.255813953488374
VRS, 3.230769230769231
QTWW, 4.895833333333334
KONE, 8.541666666666666
SGOC, 1.9917582417582418
GBNK, 4.921658986175116
SCL, -1.9760172989974447
ASDR, -34.7251090836969
PBM, -2.185714285714286
SQQQ, 4.051502145922747
OVRL, 4.8125
VGGL, 80.0
ENZN, -1.8941176470588235
EBIX, -1.9898989898989896
ZAZA, 8.916666666666668
MICT, 2.8571428571428568
GERN, 1.8685567010309279
BOSC, 4.112676056338028
ITMN, 2.5511079342387415
END, -1.914893617021277
FBRC, 3.9749430523917995
MRVC, 18.27272727272727
CLR, -2.0256653992395433
PRKR, -3.9760000000000004
GEOS, -2.0
MLI, -1.9074374797012015
LTBR, 1.9565217391304346
ARIA, -3.279279279279279
CNAT, 2.066772655007949
LMCA, -2.843724696356275
FISV, -1.9714989444053483
LMCB, -2.7563608326908255
HART, 3.235
ZBB, 4.761904761904763
WAB, -2.0215231788079473
CTRX, -1.9753655117164028
SXL, -2.0037207266360255
ZLCS, 5.126050420168068
TRN, -2.0112808460634546
ELS, -2.001469867711906
FBC, 10.101694915254239
CNI, -1.9683766690091358
FSGI, -2.0318181818181813
HBMD, 1.9129186602870814
UNTK, 1.7692307692307692
NLST, 1.833333333333333
PPHM, -6.2048192771084345
IMMY, 3.3870967741935485
JOBS, -2.0072874493927126
NVO, -4.966666666666669
MELA, 8.366666666666667
RTRX, 3.076
KRG, 3.8874388254486134
SFBS, -2.923743500866551
ETRM, -2.3760000000000003
ECTE, 9.127272727272727
ICPT, 3.2454863540937717
DARA, 5.58
ANIP, 6.288288288288288
EBSB, -2.5
TNXP, 20.833333333333332
MVIS, 2.0927152317880795
ATOS, -2.0625
NKE, -2.008837656099904
MANH, -3.985869208018405
PEIX, 14.846153846153845
IGC, 8.75
BZH, 4.802197802197802
ALK, -2.0350986500519213
EVRY, 1.8954248366013071
CHNR, 1.9482758620689657
PULS, 9.68421052631579
NWBO, 15.833333333333334
CMCT, 4.93859649122807
KS, -1.9640102827763493
OHRP, 3.9603960396039604
THC, 4.042016806722689
RNN, 1.8249999999999997
ALTI, 5.08695652173913
RNA, -4.107583774250439
DVA, -2.017378711078928
PEGA, -1.9424657534246577
FREE, 7.82142857142857
CBMX, 6.766666666666666
MTX, -1.9937759336099585
NETE, 67.1875
BORN, 2.597122302158273
SPCB, 17.0
BIOF, -1.7671232876712333
ATRM, 10.147058823529411
